Zip,Zip Percentage,Region,City,State,Year, Total Building Count , Total Roof Area (sq meters) , Total Potential Capacity with 10m2 minimum (kW) , Total potential energy generation with 10m2 minimum (kWh/yr) , Total Buildings in lidar - SMALL , Total Area in lidar (sq meters) - SMALL , Buildings - SMALL with any size available area , Area (sq meters) - SMALL with any size available area , Buildings - SMALL - with 10m2+ available area , Area (sq meters) - SMALL - with 10m2+ available area , Small building potential capacity with 10m2 minimum (kW) , Small building potential energy generation with 10m2 minimum (kWh/yr) , Total Buildings in lidar - MEDIUM , Total Area in lidar (sq meters) - MEDIUM , Buildings - MEDIUM with any size available area , Area (sq meters) - MEDIUM with any size available area , Buildings - MEDIUM with 10m2+ available area , Area (sq meters) - MEDIUM with 10m2+ available area , Medium building potential capacity with 10m2 minimum (kW) , Medium building potential energy generation with 10m2 minimum (kWh/yr) , Total Buildings in lidar - LARGE , Total Area in lidar (sq meters) - LARGE , Buildings - LARGE with any size available area , Area (sq meters) - LARGE with any size available area , Buildings - LARGE - with 10m2+ available area , Area (sq meters) - LARGE - with 10m2+ available area , Large building potential capacity with 10m2 minimum (kW) , Large building potential energy generation with 10m2 minimum (kWh/yr) , Average Building Footprint (sq meters) ,% Buildings in SMALL category,% Area in SMALL category,% Buildings in MEDIUM category,% Area in MEDIUM category,% Buildings in LARGE category,% Area in LARGE category,% Buildings - SMALL,% Area - SMALL,% Buildings - SMALL - 10m2 ,% Area - SMALL - 10m2 ,% Buildings - MEDIUM,% Area - MEDIUM,% Buildings - MEDIUM - 10m2 ,% Area - MEDIUM - 10m2 ,% Buildings - LARGE,% Area - LARGE,% Buildings - LARGE - 10m2 ,% Area - LARGE - 10m2 ,ulocaledesc,2010_PopDens_SqMile,CensusRegion
1583,0.1670096153,Worcester,  -   ,MA,2009,  779 ,"  215,731 ","14,363.07","17,663,370.00",712.00,"107,018.55",698.00,"34,956.71",560.00,"26,428.21","4,690.11","5,636,810.00",54.00,"38,348.67",54.00,"22,828.72",54.00,"21,199.33","2,990.13","3,645,910.00",13.00,"70,363.31",13.00,"59,970.72",13.00,"58,570.97","6,682.83","8,380,650.00",276.93,91.4%,49.6%,6.9%,17.8%,1.7%,32.6%,98.0%,32.7%,78.7%,24.7%,100.0%,59.5%,100.0%,55.3%,100.0%,85.2%,100.0%,83.2%,Suburb Large,512.0300224,New England
1590,0.09194774343,Worcester,  -   ,MA,2009,  588 ,"  153,796 ","9,699.05","11,995,040.00",543.00,"80,277.55",523.00,"23,824.27",421.00,"18,108.45","3,279.72","3,965,050.00",38.00,"34,940.52",38.00,"24,065.39",38.00,"22,793.00","2,879.97","3,584,500.00",7.00,"38,578.39",7.00,"32,113.88",7.00,"31,056.91","3,539.36","4,445,490.00",261.56,92.3%,52.2%,6.5%,22.7%,1.2%,25.1%,96.3%,29.7%,77.5%,22.6%,100.0%,68.9%,100.0%,65.2%,100.0%,83.2%,100.0%,80.5%,Rural Fringe,267.8618518,New England
1602,1,Worcester,"Worcester, MA",MA,2009,"  6,514 ","  957,975 ","38,345.91","46,897,690.00","6,372.00","761,055.15","6,120.00","192,212.69","4,091.00","127,649.26","23,471.20","28,470,800.00",120.00,"111,785.78",120.00,"64,542.06",118.00,"59,850.47","7,957.06","9,811,390.00",22.00,"85,134.30",22.00,"60,051.98",22.00,"56,991.79","6,917.65","8,615,500.00",147.06,97.8%,79.4%,1.8%,11.7%,0.3%,8.9%,96.0%,25.3%,64.2%,16.8%,100.0%,57.7%,98.3%,53.5%,100.0%,70.5%,100.0%,66.9%,City Midsize,3754.518346,New England
1603,1,Worcester,"Worcester, MA",MA,2009,"  4,476 ","  962,266 ","58,234.96","72,105,100.00","4,288.00","519,031.28","4,214.00","157,899.26","3,218.00","115,316.06","20,356.00","24,765,200.00",138.00,"134,663.65",138.00,"84,523.53",138.00,"79,018.83","9,809.66","12,145,800.00",50.00,"308,570.83",50.00,"249,874.60",50.00,"242,478.18","28,069.30","35,194,100.00",214.98,95.8%,53.9%,3.1%,14.0%,1.1%,32.1%,98.3%,30.4%,75.0%,22.2%,100.0%,62.8%,100.0%,58.7%,100.0%,81.0%,100.0%,78.6%,City Midsize,4172.081672,New England
1604,1,Worcester,"Worcester, MA",MA,2009,"  8,272 ","  1,790,304 ","105,447.00","129,422,500.00","7,890.00","1,094,392.34","7,787.00","366,339.86","6,519.00","279,668.23","49,056.20","59,250,300.00",318.00,"295,912.78",318.00,"189,908.42",318.00,"178,208.03","22,407.00","27,751,100.00",64.00,"399,999.24",64.00,"300,837.68",64.00,"290,191.88","33,983.80","42,421,100.00",216.43,95.4%,61.1%,3.8%,16.5%,0.8%,22.3%,98.7%,33.5%,82.6%,25.6%,100.0%,64.2%,100.0%,60.2%,100.0%,75.2%,100.0%,72.5%,City Midsize,5015.21254,New England
1605,1,Worcester,"Worcester, MA",MA,2009,"  5,157 ","  1,526,135 ","98,028.40","121,266,400.00","4,805.00","646,274.27","4,727.00","206,887.03","3,759.00","150,278.72","26,756.70","32,402,600.00",263.00,"263,110.89",263.00,"164,778.28",260.00,"153,221.80","19,194.80","23,788,800.00",89.00,"616,750.29",89.00,"465,250.02",89.00,"445,457.93","52,076.90","65,075,000.00",295.93,93.2%,42.3%,5.1%,17.2%,1.7%,40.4%,98.4%,32.0%,78.2%,23.3%,100.0%,62.6%,98.9%,58.2%,100.0%,75.4%,100.0%,72.2%,City Midsize,3994.509896,New England
1606,1,Worcester,"Worcester, MA",MA,2009,"  6,402 ","  1,294,965 ","80,222.10","98,308,200.00","6,181.00","744,164.63","6,112.00","255,271.55","4,925.00","188,598.99","34,107.20","40,874,300.00",172.00,"160,104.46",172.00,"104,661.85",171.00,"98,104.84","12,219.80","15,135,900.00",49.00,"390,696.26",49.00,"297,356.84",49.00,"283,328.35","33,895.10","42,298,000.00",202.28,96.5%,57.5%,2.7%,12.4%,0.8%,30.2%,98.9%,34.3%,79.7%,25.3%,100.0%,65.4%,99.4%,61.3%,100.0%,76.1%,100.0%,72.5%,City Midsize,3573.527536,New England
1607,1,Worcester,"Worcester, MA",MA,2009,"  1,783 ","  473,978 ","31,314.37","38,383,320.00","1,663.00","210,788.21","1,642.00","68,035.03","1,245.00","50,309.56","8,485.28","10,221,200.00",98.00,"91,166.15",98.00,"60,837.94",98.00,"57,624.62","7,086.09","8,825,220.00",22.00,"172,023.50",22.00,"130,571.84",22.00,"125,080.25","15,743.00","19,336,900.00",265.83,93.3%,44.5%,5.5%,19.2%,1.2%,36.3%,98.7%,32.3%,74.9%,23.9%,100.0%,66.7%,100.0%,63.2%,100.0%,75.9%,100.0%,72.7%,City Midsize,3366.729892,New England
1608,1,Worcester,"Worcester, MA",MA,2009,  239 ,"  286,064 ","19,519.37","24,384,170.00",120.00,"22,057.56",119.00,"9,719.43",113.00,"8,407.86","1,193.68","1,468,080.00",87.00,"95,535.09",87.00,"57,533.93",87.00,"53,620.13","6,433.19","8,011,890.00",32.00,"168,471.08",32.00,"107,204.01",32.00,"100,719.66","11,892.50","14,904,200.00","1,196.92",50.2%,7.7%,36.4%,33.4%,13.4%,58.9%,99.2%,44.1%,94.2%,38.1%,100.0%,60.2%,100.0%,56.1%,100.0%,63.6%,100.0%,59.8%,City Midsize,6703.265306,New England
1609,1,Worcester,"Worcester, MA",MA,2009,"  3,631 ","  830,378 ","40,486.25","49,300,870.00","3,399.00","556,788.60","3,331.00","171,907.95","2,673.00","124,965.91","21,786.80","26,306,000.00",212.00,"197,973.18",212.00,"109,697.18",212.00,"99,262.79","13,238.80","16,210,800.00",20.00,"75,616.20",20.00,"47,000.84",20.00,"43,786.16","5,460.65","6,784,070.00",228.69,93.6%,67.1%,5.8%,23.8%,0.6%,9.1%,98.0%,30.9%,78.6%,22.4%,100.0%,55.4%,100.0%,50.1%,100.0%,62.2%,100.0%,57.9%,City Midsize,5806.385756,New England
1610,1,Worcester,"Worcester, MA",MA,2009,"  3,036 ","  863,010 ","51,024.70","63,066,100.00","2,812.00","423,282.58","2,782.00","137,442.85","2,344.00","104,713.08","17,497.50","21,255,000.00",181.00,"178,347.11",181.00,"110,787.44",181.00,"103,259.84","12,809.80","15,943,500.00",43.00,"261,380.31",43.00,"182,306.63",43.00,"173,644.46","20,717.40","25,867,600.00",284.26,92.6%,49.0%,6.0%,20.7%,1.4%,30.3%,98.9%,32.5%,83.4%,24.7%,100.0%,62.1%,100.0%,57.9%,100.0%,69.7%,100.0%,66.4%,City Midsize,10346.5081,New England
1611,1,Worcester,  -   ,MA,2009,  805 ,"  125,384 ","5,830.22","7,099,100.00",783.00,"96,633.21",747.00,"27,587.50",543.00,"19,268.77","3,475.53","4,207,640.00",19.00,"17,348.75",19.00,"10,879.40",19.00,"10,197.42","1,367.77","1,672,390.00",3.00,"11,401.70",3.00,"8,561.89",3.00,"7,993.39",986.92,"1,219,070.00",155.76,97.3%,77.1%,2.4%,13.8%,0.4%,9.1%,95.4%,28.5%,69.3%,19.9%,100.0%,62.7%,100.0%,58.8%,100.0%,75.1%,100.0%,70.1%,Suburb Large,566.5885139,New England
1612,0.1943784128,Worcester,  -   ,MA,2009,  491 ,"  89,556 ","3,781.84","4,607,001.00",487.00,"86,784.50",479.00,"26,884.55",403.00,"20,050.95","3,601.43","4,381,160.00",4.00,"2,771.90",4.00,"1,590.85",4.00,"1,431.18",180.41,"225,841.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.40,99.2%,96.9%,0.8%,3.1%,0.0%,0.0%,98.4%,31.0%,82.8%,23.1%,100.0%,57.4%,100.0%,51.6%,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Suburb Large,302.1802512,New England
2703,0.2494779032,Providence,  -   ,RI,2012,"  4,449 ","  884,200 ","53,432.77","62,682,040.00","4,303.00","527,638.23","4,173.00","166,962.39","3,158.00","122,505.46","21,431.30","24,587,000.00",116.00,"100,582.82",116.00,"65,736.08",116.00,"61,134.46","7,763.17","9,103,640.00",30.00,"255,978.77",30.00,"217,674.54",30.00,"211,776.73","24,238.30","28,991,400.00",198.74,96.7%,59.7%,2.6%,11.4%,0.7%,29.0%,97.0%,31.6%,73.4%,23.2%,100.0%,65.4%,100.0%,60.8%,100.0%,85.0%,100.0%,82.7%,Suburb Large,1561.24828,New England
2760,0.01442088093,Providence,  -   ,RI,2012,  92 ,"  14,639 ",904.15,"995,939.00",91.00,"14,149.43",91.00,"5,614.39",86.00,"4,438.06",859.62,"943,130.00",1.00,490.03,1.00,302.06,1.00,291.70,44.53,"52,809.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,159.12,98.9%,96.7%,1.1%,3.3%,0.0%,0.0%,100.0%,39.7%,94.5%,31.4%,100.0%,61.6%,100.0%,59.5%,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Suburb Large,1479.689753,New England
2771,0.684183787,Providence,  -   ,RI,2012,"  5,232 ","  1,210,991 ","71,669.00","86,803,600.00","5,037.00","744,056.50","4,894.00","229,828.62","3,829.00","169,599.53","30,087.20","35,720,400.00",148.00,"141,117.27",148.00,"94,862.24",147.00,"88,751.47","11,070.20","13,516,600.00",47.00,"325,816.76",47.00,"271,549.53",47.00,"263,801.12","30,511.60","37,566,600.00",231.46,96.3%,61.4%,2.8%,11.7%,0.9%,26.9%,97.2%,30.9%,76.0%,22.8%,100.0%,67.2%,99.3%,62.9%,100.0%,83.3%,100.0%,81.0%,Suburb Large,725.1702992,New England
2777,0.002075540473,Providence,  -   ,RI,2012,  6 ,  781 ,17.13,"20,764.30",6.00,780.89,6.00,176.43,5.00,86.89,17.13,"20,764.30",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.15,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,22.6%,83.3%,11.1%,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Suburb Large,587.1736496,New England
2806,0.6739924965,Providence,  -   ,RI,2012,"  4,456 ","  730,457 ","29,824.95","35,477,840.00","4,370.00","607,837.32","4,184.00","161,688.04","3,008.00","110,586.58","20,216.30","23,913,900.00",75.00,"69,403.20",75.00,"38,418.69",73.00,"34,924.06","4,984.65","5,952,260.00",11.00,"53,216.67",11.00,"37,429.59",11.00,"35,643.11","4,624.00","5,611,680.00",163.93,98.1%,83.2%,1.7%,9.5%,0.2%,7.3%,95.7%,26.6%,68.8%,18.2%,100.0%,55.4%,97.3%,50.3%,100.0%,70.3%,100.0%,67.0%,Suburb Large,1215.315796,New England
2809,0.02778029322,Providence,  -   ,RI,2012,  21 ,"  6,142 ",342.69,"392,284.00",18.00,"4,193.26",18.00,"1,830.78",15.00,"1,327.41",235.59,"268,354.00",3.00,"1,948.92",3.00,758.28,3.00,521.15,107.09,"123,930.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,292.48,85.7%,68.3%,14.3%,31.7%,0.0%,0.0%,100.0%,43.7%,83.3%,31.7%,100.0%,38.9%,100.0%,26.7%,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Suburb Large,1260.373495,New England
2818,0.4859607507,Providence,  -   ,RI,2012,"  5,017 ","  1,138,367 ","54,395.40","65,692,100.00","4,767.00","760,712.19","4,535.00","188,383.60","3,173.00","134,856.26","23,924.90","28,543,300.00",224.00,"186,587.35",224.00,"102,338.95",224.00,"92,858.50","12,823.50","15,436,500.00",26.00,"191,067.22",26.00,"156,342.56",26.00,"151,466.73","17,647.00","21,712,300.00",226.90,95.0%,66.8%,4.5%,16.4%,0.5%,16.8%,95.1%,24.8%,66.6%,17.7%,100.0%,54.8%,100.0%,49.8%,100.0%,81.8%,100.0%,79.3%,Suburb Large,817.1119254,New England
2835,1,Providence,  -   ,RI,2012,"  3,258 ","  524,756 ","25,135.40","29,253,380.00","3,186.00","464,836.86","3,148.00","154,987.29","2,545.00","112,133.63","20,773.60","24,150,600.00",69.00,"49,192.09",69.00,"24,273.75",69.00,"20,962.16","3,510.65","4,067,980.00",3.00,"10,727.25",3.00,"7,579.70",3.00,"7,020.98",851.15,"1,034,800.00",161.07,97.8%,88.6%,2.1%,9.4%,0.1%,2.0%,98.8%,33.3%,79.9%,24.1%,100.0%,49.3%,100.0%,42.6%,100.0%,70.7%,100.0%,65.4%,Suburb Large,358.7111839,New England
2840,1,Providence,  -   ,RI,2004,"  8,431 ","  1,548,366 ","88,953.80","105,391,100.00","7,968.00","977,753.72","7,907.00","351,182.55","6,598.00","263,894.02","45,673.50","53,398,200.00",420.00,"364,909.30",420.00,"201,145.04",419.00,"181,274.62","25,494.20","30,341,100.00",43.00,"205,703.14",43.00,"142,602.39",43.00,"135,315.22","17,786.10","21,651,800.00",183.65,94.5%,63.1%,5.0%,23.6%,0.5%,13.3%,99.2%,35.9%,82.8%,27.0%,100.0%,55.1%,99.8%,49.7%,100.0%,69.3%,100.0%,65.8%,Suburb Large,2430.768348,New England
2841,1,Providence,  -   ,RI,2004,  71 ,"  81,244 ","6,469.15","7,718,915.00",26.00,"4,664.75",26.00,"1,873.27",20.00,"1,479.74",245.54,"292,085.00",36.00,"36,195.95",36.00,"23,102.46",36.00,"21,870.70","2,698.15","3,281,650.00",9.00,"40,382.95",9.00,"27,666.83",9.00,"26,445.40","3,525.46","4,145,180.00","1,144.28",36.6%,5.7%,50.7%,44.6%,12.7%,49.7%,100.0%,40.2%,76.9%,31.7%,100.0%,63.8%,100.0%,60.4%,100.0%,68.5%,100.0%,65.5%,Suburb Large,1278.210383,New England
2842,1,Providence,  -   ,RI,2012,"  6,697 ","  1,536,876 ","104,853.00","124,196,600.00","6,327.00","900,676.59","6,272.00","364,252.91","5,576.00","278,934.13","50,224.50","58,120,300.00",295.00,"280,423.07",295.00,"178,589.88",295.00,"164,707.27","21,796.10","26,159,300.00",75.00,"355,776.49",75.00,"280,986.00",75.00,"270,468.71","32,832.40","39,917,000.00",229.49,94.5%,58.6%,4.4%,18.2%,1.1%,23.1%,99.1%,40.4%,88.1%,31.0%,100.0%,63.7%,100.0%,58.7%,100.0%,79.0%,100.0%,76.0%,Suburb Large,1102.392656,New England
2852,0.8137657208,Providence,  -   ,RI,2012,"  7,980 ","  2,169,548 ","134,768.50","163,592,100.00","7,617.00","1,109,537.37","7,276.00","309,193.62","5,236.00","222,115.38","39,145.00","46,774,500.00",281.00,"270,054.82",281.00,"167,008.66",281.00,"154,413.82","20,616.50","24,799,200.00",82.00,"789,955.40",82.00,"656,269.42",82.00,"640,906.76","75,007.00","92,018,400.00",271.87,95.5%,51.1%,3.5%,12.4%,1.0%,36.4%,95.5%,27.9%,68.7%,20.0%,100.0%,61.8%,100.0%,57.2%,100.0%,83.1%,100.0%,81.1%,Suburb Large,620.6306997,New England
2860,1,Providence,  -   ,RI,2012,"  10,111 ","  2,120,228 ","138,526.40","161,589,700.00","9,610.00","1,138,233.21","9,490.00","422,159.61","8,097.00","321,706.07","56,142.60","63,506,500.00",398.00,"388,860.19",398.00,"262,023.37",397.00,"245,780.78","29,622.60","35,103,100.00",103.00,"593,134.14",103.00,"444,595.90",103.00,"427,767.02","52,761.20","62,980,100.00",209.70,95.0%,53.7%,3.9%,18.3%,1.0%,28.0%,98.8%,37.1%,84.3%,28.3%,100.0%,67.4%,99.7%,63.2%,100.0%,75.0%,100.0%,72.1%,Suburb Large,8320.800396,New England
2861,1,Providence,  -   ,RI,2012,"  8,804 ","  1,307,270 ","85,586.51","98,018,400.00","8,654.00","927,801.64","8,562.00","366,930.01","7,505.00","285,475.68","51,485.70","57,437,800.00",117.00,"116,135.42",117.00,"83,036.59",117.00,"78,591.92","9,633.91","11,337,900.00",33.00,"263,332.81",33.00,"211,562.96",33.00,"205,484.57","24,466.90","29,242,700.00",148.49,98.3%,71.0%,1.3%,8.9%,0.4%,20.1%,98.9%,39.5%,86.7%,30.8%,100.0%,71.5%,100.0%,67.7%,100.0%,80.3%,100.0%,78.0%,Suburb Large,7057.890441,New England
2863,1,Providence,  -   ,RI,2012,"  3,135 ","  691,256 ","45,491.70","53,313,630.00","3,005.00","362,508.29","2,983.00","133,843.98","2,616.00","104,276.66","17,709.30","20,237,000.00",102.00,"88,351.75",102.00,"54,118.34",102.00,"50,393.27","6,353.80","7,555,130.00",28.00,"240,396.01",28.00,"186,794.47",28.00,"180,375.92","21,428.60","25,521,500.00",220.50,95.9%,52.4%,3.3%,12.8%,0.9%,34.8%,99.3%,36.9%,87.1%,28.8%,100.0%,61.3%,100.0%,57.0%,100.0%,77.7%,100.0%,75.0%,Suburb Large,14391.21897,New England
2864,0.08326753132,Providence,  -   ,RI,2012,"  3,018 ","  489,536 ","27,595.99","31,882,370.00","2,952.00","372,925.15","2,916.00","132,351.26","2,475.00","101,363.50","17,990.80","20,415,100.00",57.00,"50,349.42",57.00,"31,116.56",57.00,"28,898.41","3,708.84","4,390,370.00",9.00,"66,261.08",9.00,"51,694.09",9.00,"49,766.86","5,896.35","7,076,900.00",162.21,97.8%,76.2%,1.9%,10.3%,0.3%,13.5%,98.8%,35.5%,83.8%,27.2%,100.0%,61.8%,100.0%,57.4%,100.0%,78.0%,100.0%,75.1%,Suburb Large,1191.949301,New England
2865,0.6225811078,Providence,  -   ,RI,2012,"  4,856 ","  1,027,526 ","51,778.14","60,707,990.00","4,716.00","744,490.07","4,575.00","213,619.23","3,533.00","156,916.48","28,163.50","32,606,900.00",114.00,"98,096.26",114.00,"58,102.90",113.00,"53,082.89","6,902.44","8,091,190.00",26.00,"184,939.35",26.00,"150,987.26",26.00,"145,354.90","16,712.20","20,009,900.00",211.60,97.1%,72.5%,2.3%,9.5%,0.5%,18.0%,97.0%,28.7%,74.9%,21.1%,100.0%,59.2%,99.1%,54.1%,100.0%,81.6%,100.0%,78.6%,Suburb Large,1050.968629,New England
2871,0.7806221603,Providence,  -   ,RI,2012,"  4,715 ","  1,034,005 ","66,578.70","78,079,600.00","4,476.00","718,909.98","4,447.00","286,051.06","3,951.00","217,850.03","39,826.80","45,780,100.00",212.00,"165,923.26",212.00,"95,818.78",212.00,"86,998.27","12,614.40","15,093,400.00",27.00,"149,172.21",27.00,"122,489.20",27.00,"118,684.11","14,137.50","17,206,100.00",219.30,94.9%,69.5%,4.5%,16.0%,0.6%,14.4%,99.4%,39.8%,88.3%,30.3%,100.0%,57.7%,100.0%,52.4%,100.0%,82.1%,100.0%,79.6%,Suburb Large,529.6670815,New England
2874,0.7057964423,Providence,  -   ,RI,2012,"  2,074 ","  369,132 ","15,560.70","18,421,000.00","2,024.00","317,674.64","1,899.00","87,715.86","1,377.00","63,226.31","11,571.10","13,593,800.00",47.00,"40,014.40",47.00,"25,327.66",47.00,"23,474.57","3,025.21","3,640,250.00",3.00,"11,442.92",3.00,"8,792.49",3.00,"8,436.58",964.39,"1,186,950.00",177.98,97.6%,86.1%,2.3%,10.8%,0.1%,3.1%,93.8%,27.6%,68.0%,19.9%,100.0%,63.3%,100.0%,58.7%,100.0%,76.8%,100.0%,73.7%,Suburb Large,437.8576871,New England
2879,0.1625401481,Providence,  -   ,RI,2012,"  1,424 ","  328,003 ","17,264.86","19,513,380.00","1,339.00","205,433.75","1,272.00","57,557.94",905.00,"41,627.02","7,558.73","8,491,250.00",75.00,"67,958.04",75.00,"37,064.17",75.00,"33,281.99","4,938.72","5,559,290.00",10.00,"54,611.57",10.00,"41,303.95",10.00,"38,993.14","4,767.41","5,462,840.00",230.34,94.0%,62.6%,5.3%,20.7%,0.7%,16.6%,95.0%,28.0%,67.6%,20.3%,100.0%,54.5%,100.0%,49.0%,100.0%,75.6%,100.0%,71.4%,Suburb Large,424.0902566,New England
2882,0.4381604314,Providence,  -   ,RI,2012,"  3,540 ","  579,613 ","29,443.75","32,615,690.00","3,457.00","483,343.86","3,373.00","161,323.55","2,761.00","121,867.09","21,953.10","24,190,500.00",75.00,"57,605.23",75.00,"29,225.67",75.00,"25,188.21","4,070.18","4,516,110.00",8.00,"38,663.44",8.00,"28,038.18",8.00,"26,604.44","3,420.47","3,909,080.00",163.73,97.7%,83.4%,2.1%,9.9%,0.2%,6.7%,97.6%,33.4%,79.9%,25.2%,100.0%,50.7%,100.0%,43.7%,100.0%,72.5%,100.0%,68.8%,Suburb Large,851.1018918,New England
2886,0.9549816543,Providence,  -   ,RI,2012,"  10,467 ","  2,759,859 ","174,903.60","212,246,700.00","9,863.00","1,300,937.99","9,416.00","377,949.05","6,741.00","273,159.08","47,384.00","56,108,300.00",464.00,"447,460.55",464.00,"292,038.28",463.00,"272,702.40","34,613.50","41,904,400.00",140.00,"1,011,460.03",140.00,"827,577.47",140.00,"803,190.54","92,906.10","114,234,000.00",263.67,94.2%,47.1%,4.4%,16.2%,1.3%,36.6%,95.5%,29.1%,68.3%,21.0%,100.0%,65.3%,99.8%,60.9%,100.0%,81.8%,100.0%,79.4%,City Small,1696.907707,New England
2888,1,Providence,  -   ,RI,2012,"  8,006 ","  1,366,382 ","72,460.80","87,482,100.00","7,719.00","902,703.70","7,401.00","260,938.75","5,342.00","186,633.72","32,440.00","38,429,200.00",241.00,"238,150.87",241.00,"164,037.27",240.00,"155,016.34","19,008.70","23,200,800.00",46.00,"225,527.40",46.00,"187,571.79",46.00,"181,739.20","21,012.10","25,852,100.00",170.67,96.4%,66.1%,3.0%,17.4%,0.6%,16.5%,95.9%,28.9%,69.2%,20.7%,100.0%,68.9%,99.6%,65.1%,100.0%,83.2%,100.0%,80.6%,City Small,2841.648777,New England
2889,1,Providence,  -   ,RI,2012,"  11,017 ","  1,500,818 ","66,424.50","79,252,100.00","10,820.00","1,243,335.40","10,357.00","370,594.22","7,453.00","261,826.34","46,369.50","54,855,300.00",176.00,"150,670.08",176.00,"89,196.22",173.00,"80,975.77","10,811.90","13,101,400.00",21.00,"106,812.08",21.00,"80,845.57",21.00,"76,811.43","9,243.10","11,295,400.00",136.23,98.2%,82.8%,1.6%,10.0%,0.2%,7.1%,95.7%,29.8%,68.9%,21.1%,100.0%,59.2%,98.3%,53.7%,100.0%,75.7%,100.0%,71.9%,City Small,2147.069059,New England
2893,0.08038302498,Providence,  -   ,RI,2012,  857 ,"  146,767 ","7,529.43","8,997,970.00",818.00,"107,422.03",800.00,"35,246.30",642.00,"26,332.81","4,698.67","5,555,180.00",37.00,"29,953.33",37.00,"16,806.32",37.00,"15,160.58","1,998.20","2,416,520.00",2.00,"9,392.02",2.00,"7,443.25",2.00,"7,208.19",832.56,"1,026,270.00",171.26,95.4%,73.2%,4.3%,20.4%,0.2%,6.4%,97.8%,32.8%,78.5%,24.5%,100.0%,56.1%,100.0%,50.6%,100.0%,79.3%,100.0%,76.7%,Suburb Large,3012.353647,New England
2902,1,Providence,"Providence, RI",RI,2012,  1 ,"  3,994 ",250.77,"309,828.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,"3,994.22",1.00,"2,318.06",1.00,"2,131.51",250.77,"309,828.00","3,994.22",0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,100.0%,58.0%,100.0%,53.4%,City Midsize,8915.741189,New England
2903,1,Providence,"Providence, RI",RI,2012,"  1,321 ","  904,156 ","60,542.02","74,040,230.00",985.00,"133,552.79",978.00,"53,262.79",842.00,"41,163.94","6,808.62","8,155,430.00",257.00,"282,537.21",256.00,"159,154.92",256.00,"144,989.77","17,615.70","21,624,700.00",79.00,"488,066.24",79.00,"292,530.57",79.00,"271,584.50","36,117.70","44,260,100.00",684.45,74.6%,14.8%,19.5%,31.2%,6.0%,54.0%,99.3%,39.9%,85.5%,30.8%,99.6%,56.3%,99.6%,51.3%,100.0%,59.9%,100.0%,55.6%,City Midsize,7656.00131,New England
2904,1,Providence,"Providence, RI",RI,2012,"  7,813 ","  1,631,470 ","97,714.90","113,460,000.00","7,411.00","1,031,551.03","7,330.00","376,831.20","6,409.00","291,015.48","49,729.20","56,723,500.00",354.00,"328,241.84",354.00,"199,706.35",352.00,"183,993.15","23,888.90","28,018,300.00",48.00,"271,677.31",48.00,"212,363.73",48.00,"204,685.85","24,096.80","28,718,200.00",208.81,94.9%,63.2%,4.5%,20.1%,0.6%,16.7%,98.9%,36.5%,86.5%,28.2%,100.0%,60.8%,99.4%,56.1%,100.0%,78.2%,100.0%,75.3%,Suburb Large,6018.94489,New England
2905,1,Providence,"Providence, RI",RI,2012,"  6,591 ","  1,245,456 ","76,162.70","91,177,800.00","6,246.00","692,098.86","6,179.00","242,565.98","5,000.00","173,341.02","31,373.30","36,281,300.00",285.00,"274,364.55",285.00,"179,561.53",285.00,"167,843.24","20,532.70","25,059,700.00",60.00,"278,992.19",60.00,"215,841.40",60.00,"208,120.12","24,256.70","29,836,800.00",188.96,94.8%,55.6%,4.3%,22.0%,0.9%,22.4%,98.9%,35.0%,80.1%,25.0%,100.0%,65.4%,100.0%,61.2%,100.0%,77.4%,100.0%,74.6%,City Midsize,4820.416502,New England
2906,1,Providence,"Providence, RI",RI,2012,"  7,016 ","  1,257,881 ","60,856.90","69,862,500.00","6,755.00","884,286.35","6,660.00","284,294.11","5,266.00","197,138.71","35,550.50","40,168,500.00",224.00,"209,467.47",224.00,"115,403.73",223.00,"103,575.31","13,655.50","16,075,500.00",37.00,"164,126.86",37.00,"94,467.84",36.00,"86,904.09","11,650.90","13,618,500.00",179.29,96.3%,70.3%,3.2%,16.7%,0.5%,13.0%,98.6%,32.1%,78.0%,22.3%,100.0%,55.1%,99.6%,49.4%,100.0%,57.6%,97.3%,52.9%,City Midsize,7065.508109,New England
